Team A,Team B,Team A Wins,Index A,Index B
Rogues' Gallery,Nerd Alert,True,24,26
Rogues' Gallery,Tubbs,True,24,29
Rogues' Gallery,Stack to the Future,True,24,35
Rogues' Gallery,Top Shelf,True,24,38
Rogues' Gallery,SHRedline,True,24,51
Rogues' Gallery,A Lil Bit Sticky,False,24,25
Rogues' Gallery,Moose Lightning,False,24,27
Rogues' Gallery,Hipster Kitties,True,24,30
Rogues' Gallery,Oddjob,True,24,33
A Lil Bit Sticky,Nerd Alert,True,25,26
A Lil Bit Sticky,Tubbs,True,25,29
A Lil Bit Sticky,Baba Yaga,False,25,45
A Lil Bit Sticky,Hipster Kitties,True,25,30
A Lil Bit Sticky,Moose Lightning,False,25,27
Nerd Alert,Tubbs,True,26,29
Nerd Alert,Get Flat Ultimate,False,26,49
Nerd Alert,TuneSquad Squared,True,26,31
Nerd Alert,Hipster Kitties,True,26,30
Nerd Alert,123 Trap!,True,26,39
Nerd Alert,Too Drunk to Fail,False,26,32
Nerd Alert,Oddjob,False,26,33
Moose Lightning,Tubbs,True,27,29
Lady and the BAMF,Underwater Monkey Cowboys,True,28,36
Lady and the BAMF,Baboon Heart,True,28,37
Lady and the BAMF,Jiggy,True,28,63
Lady and the BAMF,Baba Yaga,False,28,45
Lady and the BAMF,Oddjob,False,28,33
Lady and the BAMF,Stack to the Future,True,28,35
Lady and the BAMF,Hipster Kitties,True,28,30
Tubbs,Jiggy,True,29,63
Tubbs,TuneSquad Squared,True,29,31
Tubbs,Baba Yaga,False,29,45
Hipster Kitties,123 Trap!,True,30,39
Hipster Kitties,Tofu Wolf,True,30,59
Hipster Kitties,Too Drunk to Fail,False,30,32
Hipster Kitties,Spam,False,30,60
Hipster Kitties,Underwater Monkey Cowboys,False,30,36
TuneSquad Squared,Batman and the Robins,False,31,34
TuneSquad Squared,Oddjob,False,31,33
TuneSquad Squared,Stack to the Future,False,31,35
TuneSquad Squared,Too Drunk to Fail,False,31,32
Too Drunk to Fail,Underwater Monkey Cowboys,True,32,36
Too Drunk to Fail,Oddjob,False,32,33
Too Drunk to Fail,Stack to the Future,True,32,35
Too Drunk to Fail,123 Trap!,True,32,39
Too Drunk to Fail,Alpha No Beta,True,32,58
Too Drunk to Fail,Jiggy,True,32,63
Too Drunk to Fail,Batman and the Robins,True,32,34
Too Drunk to Fail,Underwater Monkey Cowboys,True,32,36
Too Drunk to Fail,Tofu Wolf,True,32,59
Oddjob,Spam,True,33,60
Oddjob,123 Trap!,True,33,39
Oddjob,Tofu Wolf,False,33,59
Oddjob,Alpha No Beta,False,33,58
Oddjob,Batman and the Robins,True,33,34
Oddjob,Spam,True,33,60
Oddjob,Underwater Monkey Cowboys,True,33,36
Oddjob,Tofu Wolf,False,33,59
Oddjob,Stack to the Future,True,33,35
Oddjob,Underwater Monkey Cowboys,True,33,36
Oddjob,Killer Bees,True,33,61
Oddjob,Baboon Heart,True,33,37
Batman and the Robins,Stack to the Future,False,34,35
Batman and the Robins,Killer Bees,True,34,61
Batman and the Robins,123 Trap!,True,34,39
Batman and the Robins,Baboon Heart,True,34,37
Batman and the Robins,Underwater Monkey Cowboys,False,34,36
Batman and the Robins,Rabbit Disc,False,34,54
Batman and the Robins,Jiggy,True,34,63
Batman and the Robins,Tofu Wolf,False,34,59
Batman and the Robins,Spawning Alewives,True,34,66
Stack to the Future,Spam,True,35,60
Stack to the Future,Baboon Heart,False,35,37
Stack to the Future,Shake and Bake,False,35,42
Stack to the Future,Underwater Monkey Cowboys,True,35,36
Stack to the Future,Spawning Alewives,True,35,66
Stack to the Future,Rabbit Disc,False,35,54
Stack to the Future,123 Trap!,True,35,39
Stack to the Future,Tofu Wolf,False,35,59
Stack to the Future,Alpha No Beta,True,35,58
Stack to the Future,Top Shelf,False,35,38
Stack to the Future,Killer Bees,True,35,61
Underwater Monkey Cowboys,Tofu Wolf,True,36,59
Underwater Monkey Cowboys,Baboon Heart,False,36,37
Underwater Monkey Cowboys,Jiggy,False,36,63
Underwater Monkey Cowboys,Top Shelf,True,36,38
Underwater Monkey Cowboys,123 Trap!,True,36,39
Underwater Monkey Cowboys,Jiggy,True,36,63
Baboon Heart,Jiggy,True,37,63
Baboon Heart,Killer Bees,True,37,61
Baboon Heart,Rabbit Disc,False,37,54
Top Shelf,Tofu Wolf,False,38,59
Top Shelf,Jiggy,True,38,63
123 Trap!,Tofu Wolf,False,39,59
123 Trap!,Jiggy,True,39,63
SnakeCountryBromance,Shake and Bake,True,40,42
SnakeCountryBromance,SHRedline,True,40,51
Stonecutters,Shake and Bake,True,41,42
Stonecutters,Bacon,True,41,48
Stonecutters,Hucky McThrowandcatch,True,41,50
Stonecutters,JuJu Hex,True,41,43
Stonecutters,Iron Squids,True,41,53
Stonecutters,Get Flat Ultimate,True,41,49
Stonecutters,Maverick,True,41,46
Shake and Bake,Pink Flamingos,False,42,44
Shake and Bake,The Funky Bunch,False,42,52
Shake and Bake,Maverick,False,42,46
Shake and Bake,SHRedline,False,42,51
Shake and Bake,Iron Squids,True,42,53
JuJu Hex,Get Flat Ultimate,False,43,49
JuJu Hex,SIR!,True,43,64
JuJu Hex,Flying Salsa,True,43,56
JuJu Hex,Baba Yaga,True,43,45
JuJu Hex,M.O.B.,True,43,65
JuJu Hex,Baba Yaga,True,43,45
JuJu Hex,Bacon,True,43,48
JuJu Hex,Get Flat Ultimate,True,43,49
JuJu Hex,Granite State Grass Stains,True,43,55
JuJu Hex,Tofu Wolf,True,43,59
JuJu Hex,SIR!,True,43,64
JuJu Hex,Flying Salsa,True,43,56
Pink Flamingos,Rabbit Disc,True,44,54
Pink Flamingos,Get Flat Ultimate,True,44,49
Pink Flamingos,The Funky Bunch,True,44,52
Pink Flamingos,Bacon,True,44,48
Pink Flamingos,Iron Squids,True,44,53
Pink Flamingos,Maverick,False,44,46
Pink Flamingos,Demons,True,44,57
Pink Flamingos,SHRedline,True,44,51
Pink Flamingos,Hippos,True,44,47
Baba Yaga,Hucky McThrowandcatch,True,45,50
Baba Yaga,Flying Salsa,True,45,56
Baba Yaga,Bacon,True,45,48
Baba Yaga,Demons,True,45,57
Baba Yaga,Iron Squids,True,45,53
Baba Yaga,Get Flat Ultimate,True,45,49
Maverick,SHRedline,True,46,51
Maverick,Alpha No Beta,True,46,58
Maverick,Tofu Wolf,True,46,59
Maverick,Hippos,True,46,47
Maverick,Hucky McThrowandcatch,True,46,50
Maverick,Iron Squids,True,46,53
Maverick,Flying Salsa,True,46,56
Maverick,Bacon,False,46,48
Hippos,M.O.B.,True,47,65
Hippos,THEM!,True,47,62
Hippos,SHRedline,True,47,51
Hippos,SIR!,True,47,64
Hippos,Granite State Grass Stains,True,47,55
Hippos,The Funky Bunch,True,47,52
Hippos,Hucky McThrowandcatch,False,47,50
Hippos,Iron Squids,True,47,53
Hippos,SIR!,True,47,64
Hippos,Flying Salsa,True,47,56
Bacon,M.O.B.,True,48,65
Bacon,SIR!,True,48,64
Bacon,SIR!,True,48,64
Bacon,THEM!,True,48,62
Bacon,Get Flat Ultimate,True,48,49
Bacon,Flying Salsa,True,48,56
Get Flat Ultimate,Flying Salsa,True,49,56
Get Flat Ultimate,M.O.B.,True,49,65
Get Flat Ultimate,Spam,True,49,60
Get Flat Ultimate,Iron Squids,True,49,53
Get Flat Ultimate,SIR!,True,49,64
Get Flat Ultimate,Killer Bees,True,49,61
Get Flat Ultimate,Hucky McThrowandcatch,False,49,50
Get Flat Ultimate,SHRedline,False,49,51
Get Flat Ultimate,THEM!,True,49,62
Get Flat Ultimate,Granite State Grass Stains,False,49,55
Get Flat Ultimate,Rabbit Disc,True,49,54
Hucky McThrowandcatch,SHRedline,True,50,51
Hucky McThrowandcatch,Iron Squids,True,50,53
Hucky McThrowandcatch,The Funky Bunch,True,50,52
SHRedline,Iron Squids,True,51,53
SHRedline,The Funky Bunch,True,51,52
SHRedline,Spam,True,51,60
The Funky Bunch,Demons,True,52,57
The Funky Bunch,Rabbit Disc,True,52,54
The Funky Bunch,Rabbit Disc,False,52,54
Iron Squids,Flying Salsa,False,53,56
Iron Squids,Tofu Wolf,True,53,59
Rabbit Disc,Spam,True,54,60
Rabbit Disc,Granite State Grass Stains,False,54,55
Rabbit Disc,THEM!,True,54,62
Rabbit Disc,Tofu Wolf,True,54,59
Rabbit Disc,Spawning Alewives,True,54,66
Rabbit Disc,SIR!,False,54,64
Rabbit Disc,Spawning Alewives,True,54,66
Rabbit Disc,Jiggy,True,54,63
Rabbit Disc,Flying Salsa,False,54,56
Rabbit Disc,Alpha No Beta,False,54,58
Rabbit Disc,M.O.B.,True,54,65
Granite State Grass Stains,Alpha No Beta,True,55,58
Granite State Grass Stains,THEM!,True,55,62
Granite State Grass Stains,Flying Salsa,False,55,56
Granite State Grass Stains,Spawning Alewives,False,55,66
Granite State Grass Stains,Demons,True,55,57
Granite State Grass Stains,Spam,True,55,60
Flying Salsa,THEM!,True,56,62
Flying Salsa,M.O.B.,True,56,65
Flying Salsa,Spam,True,56,60
Flying Salsa,SIR!,True,56,64
Flying Salsa,Alpha No Beta,True,56,58
Flying Salsa,Spawning Alewives,True,56,66
Flying Salsa,Tofu Wolf,True,56,59
Flying Salsa,Killer Bees,True,56,61
Flying Salsa,Demons,True,56,57
Demons,Alpha No Beta,True,57,58
Demons,SIR!,True,57,64
Demons,Killer Bees,True,57,61
Demons,Spawning Alewives,True,57,66
Demons,Spam,False,57,60
Alpha No Beta,Jiggy,False,58,63
Alpha No Beta,THEM!,False,58,62
Alpha No Beta,Spam,True,58,60
Alpha No Beta,Spawning Alewives,True,58,66
Alpha No Beta,Jiggy,True,58,63
Alpha No Beta,Tofu Wolf,True,58,59
Alpha No Beta,M.O.B.,True,58,65
Alpha No Beta,Killer Bees,True,58,61
Alpha No Beta,Tofu Wolf,False,58,59
Alpha No Beta,SIR!,True,58,64
Alpha No Beta,Jiggy,True,58,63
Tofu Wolf,Spam,False,59,60
Tofu Wolf,Jiggy,True,59,63
Tofu Wolf,SIR!,False,59,64
Tofu Wolf,Spawning Alewives,True,59,66
Tofu Wolf,THEM!,True,59,62
Tofu Wolf,Jiggy,False,59,63
Tofu Wolf,Killer Bees,True,59,61
Tofu Wolf,Spam,False,59,60
Spam,M.O.B.,True,60,65
Spam,THEM!,True,60,62
Spam,Killer Bees,True,60,61
Spam,Jiggy,True,60,63
Spam,Jiggy,False,60,63
Spam,SIR!,True,60,64
Killer Bees,Spawning Alewives,True,61,66
Killer Bees,SIR!,True,61,64
Killer Bees,THEM!,True,61,62
Killer Bees,Jiggy,False,61,63
THEM!,M.O.B.,False,62,65
THEM!,Spawning Alewives,True,62,66
THEM!,SIR!,False,62,64
THEM!,Jiggy,False,62,63
SIR!,M.O.B.,True,64,65
M.O.B.,Spawning Alewives,True,65,66
