Team A,Team B,divname,Team A Wins,Index A,Index B,Div A,Div B
Toads,Puddingstone,4/3 Div 2,False,16,12,4/3 Div 2,4/3 Div 2
Toads,Rabbit Disc,4/3 Div 2,True,16,54,4/3 Div 2,5/2 Div 3
Toads,Rogues' Gallery,4/3 Div 2,True,16,24,4/3 Div 2,4/3 Div 2
Toads,Jack's Abby HAOS Lager,4/3 Div 2,True,16,14,4/3 Div 2,4/3 Div 2
Toads,Moose Lightning,4/3 Div 2,True,16,27,4/3 Div 2,4/3 Div 2
Toads,Upstream,4/3 Div 2,False,16,10,4/3 Div 2,4/3 Div 2
Toads,TuneSquad Squared,4/3 Div 2,True,16,31,4/3 Div 2,4/3 Div 2
Toads,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,16,15,4/3 Div 2,4/3 Div 2
Toads,Lady and the BAMF,4/3 Div 2,True,16,28,4/3 Div 2,4/3 Div 2
Toads,Store Bought Dirt,4/3 Div 2,False,16,20,4/3 Div 2,4/3 Div 2
Toads,Nerd Alert,4/3 Div 2,False,16,26,4/3 Div 2,4/3 Div 2
Toads,Tubbs,4/3 Div 2,True,16,29,4/3 Div 2,4/3 Div 2
Toads,JHOP,4/3 Div 2,True,16,17,4/3 Div 2,4/3 Div 2
Toads,Killer Bees,4/3 Div 2,True,16,61,4/3 Div 2,5/2 Div 3
Toads,Rubs The Duckie,4/3 Div 2,False,16,18,4/3 Div 2,4/3 Div 2
Toads,Underwater Monkey Cowboys,4/3 Div 2,True,16,36,4/3 Div 2,4/3 Div 3
Toads,Fetch,4/3 Div 2,False,16,21,4/3 Div 2,4/3 Div 2
JHOP,Fetch,4/3 Div 2,False,17,21,4/3 Div 2,4/3 Div 2
JHOP,Swingers,4/3 Div 2,False,17,5,4/3 Div 2,4/3 Div 1
JHOP,Store Bought Dirt,4/3 Div 2,True,17,20,4/3 Div 2,4/3 Div 2
JHOP,Upstream,4/3 Div 2,False,17,10,4/3 Div 2,4/3 Div 2
JHOP,Top Shelf,4/3 Div 2,True,17,38,4/3 Div 2,4/3 Div 3
JHOP,Tubbs,4/3 Div 2,True,17,29,4/3 Div 2,4/3 Div 2
JHOP,Stack to the Future,4/3 Div 2,True,17,35,4/3 Div 2,4/3 Div 3
JHOP,Disc Envy,4/3 Div 2,True,17,19,4/3 Div 2,4/3 Div 2
JHOP,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,True,17,15,4/3 Div 2,4/3 Div 2
JHOP,Flaming Croissants,4/3 Div 2,True,17,13,4/3 Div 2,4/3 Div 2
JHOP,Oddjob,4/3 Div 2,True,17,33,4/3 Div 2,4/3 Div 3
JHOP,Puddingstone,4/3 Div 2,False,17,12,4/3 Div 2,4/3 Div 2
JHOP,Booooooosh!,4/3 Div 2,True,17,22,4/3 Div 2,4/3 Div 2
JHOP,FlowChart,4/3 Div 2,False,17,2,4/3 Div 2,4/3 Div 1
JHOP,Upstream,4/3 Div 2,False,17,10,4/3 Div 2,4/3 Div 2
JHOP,Toads,4/3 Div 2,False,17,16,4/3 Div 2,4/3 Div 2
JHOP,Rogues' Gallery,4/3 Div 2,False,17,24,4/3 Div 2,4/3 Div 2
JHOP,GrassBurner,4/3 Div 2,False,17,3,4/3 Div 2,4/3 Div 1
JHOP,Nerd Alert,4/3 Div 2,True,17,26,4/3 Div 2,4/3 Div 2
JHOP,TuneSquad Squared,4/3 Div 2,True,17,31,4/3 Div 2,4/3 Div 2
JHOP,Lady and the BAMF,4/3 Div 2,True,17,28,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Moose Lightning,4/3 Div 2,True,18,27,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Nerd Alert,4/3 Div 2,False,18,26,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Puddingstone,4/3 Div 2,False,18,12,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Hipster Kitties,4/3 Div 2,True,18,30,4/3 Div 2,4/3 Div 2
Rubs The Duckie,TuneSquad Squared,4/3 Div 2,True,18,31,4/3 Div 2,4/3 Div 2
Rubs The Duckie,"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,True,18,8,4/3 Div 2,4/3 Div 1
Rubs The Duckie,Store Bought Dirt,4/3 Div 2,True,18,20,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Flaming Croissants,4/3 Div 2,False,18,13,4/3 Div 2,4/3 Div 2
Rubs The Duckie,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,18,15,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Dominion,4/3 Div 2,True,18,23,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Toads,4/3 Div 2,True,18,16,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Rogues' Gallery,4/3 Div 2,True,18,24,4/3 Div 2,4/3 Div 2
Rubs The Duckie,Disc Envy,4/3 Div 2,True,18,19,4/3 Div 2,4/3 Div 2
Disc Envy,Store Bought Dirt,4/3 Div 2,True,19,20,4/3 Div 2,4/3 Div 2
Disc Envy,Fetch,4/3 Div 2,True,19,21,4/3 Div 2,4/3 Div 2
Disc Envy,GrassBurner,4/3 Div 2,False,19,3,4/3 Div 2,4/3 Div 1
Disc Envy,A Lil Bit Sticky,4/3 Div 2,True,19,25,4/3 Div 2,4/3 Div 2
Disc Envy,Baboon Heart,4/3 Div 2,True,19,37,4/3 Div 2,4/3 Div 3
Disc Envy,JHOP,4/3 Div 2,False,19,17,4/3 Div 2,4/3 Div 2
Disc Envy,Upstream,4/3 Div 2,False,19,10,4/3 Div 2,4/3 Div 2
Disc Envy,Booooooosh!,4/3 Div 2,True,19,22,4/3 Div 2,4/3 Div 2
Disc Envy,Moose Lightning,4/3 Div 2,True,19,27,4/3 Div 2,4/3 Div 2
Disc Envy,Flaming Croissants,4/3 Div 2,False,19,13,4/3 Div 2,4/3 Div 2
Disc Envy,Rogues' Gallery,4/3 Div 2,False,19,24,4/3 Div 2,4/3 Div 2
Disc Envy,Lady and the BAMF,4/3 Div 2,True,19,28,4/3 Div 2,4/3 Div 2
Disc Envy,Top Shelf,4/3 Div 2,True,19,38,4/3 Div 2,4/3 Div 3
Disc Envy,Jack's Abby HAOS Lager,4/3 Div 2,False,19,14,4/3 Div 2,4/3 Div 2
Disc Envy,Nerd Alert,4/3 Div 2,False,19,26,4/3 Div 2,4/3 Div 2
Disc Envy,TuneSquad Squared,4/3 Div 2,True,19,31,4/3 Div 2,4/3 Div 2
Disc Envy,Rubs The Duckie,4/3 Div 2,False,19,18,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Upstream,4/3 Div 2,False,20,10,4/3 Div 2,4/3 Div 2
Store Bought Dirt,M.O.B.,4/3 Div 2,True,20,65,4/3 Div 2,5/2 Div 3
Store Bought Dirt,Disc Envy,4/3 Div 2,False,20,19,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Underwater Monkey Cowboys,4/3 Div 2,True,20,36,4/3 Div 2,4/3 Div 3
Store Bought Dirt,Toads,4/3 Div 2,True,20,16,4/3 Div 2,4/3 Div 2
Store Bought Dirt,JHOP,4/3 Div 2,False,20,17,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Nerd Alert,4/3 Div 2,True,20,26,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Dominion,4/3 Div 2,False,20,23,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Fetch,4/3 Div 2,True,20,21,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Flaming Croissants,4/3 Div 2,True,20,13,4/3 Div 2,4/3 Div 2
Store Bought Dirt,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,20,15,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Rubs The Duckie,4/3 Div 2,False,20,18,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Jack's Abby HAOS Lager,4/3 Div 2,False,20,14,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Top Shelf,4/3 Div 2,True,20,38,4/3 Div 2,4/3 Div 3
Store Bought Dirt,Tubbs,4/3 Div 2,True,20,29,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Hipster Kitties,4/3 Div 2,True,20,30,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Toads,4/3 Div 2,True,20,16,4/3 Div 2,4/3 Div 2
Store Bought Dirt,123 Trap!,4/3 Div 2,True,20,39,4/3 Div 2,4/3 Div 3
Store Bought Dirt,Puddingstone,4/3 Div 2,False,20,12,4/3 Div 2,4/3 Div 2
Store Bought Dirt,TuneSquad Squared,4/3 Div 2,True,20,31,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Stack to the Future,4/3 Div 2,False,20,35,4/3 Div 2,4/3 Div 3
Store Bought Dirt,A Lil Bit Sticky,4/3 Div 2,False,20,25,4/3 Div 2,4/3 Div 2
Store Bought Dirt,Flying Salsa,4/3 Div 2,True,20,56,4/3 Div 2,5/2 Div 3
Store Bought Dirt,Upstream,4/3 Div 2,False,20,10,4/3 Div 2,4/3 Div 2
Fetch,JHOP,4/3 Div 2,True,21,17,4/3 Div 2,4/3 Div 2
Fetch,Disc Envy,4/3 Div 2,False,21,19,4/3 Div 2,4/3 Div 2
Fetch,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,21,15,4/3 Div 2,4/3 Div 2
Fetch,Flaming Croissants,4/3 Div 2,False,21,13,4/3 Div 2,4/3 Div 2
Fetch,Store Bought Dirt,4/3 Div 2,False,21,20,4/3 Div 2,4/3 Div 2
Fetch,Puddingstone,4/3 Div 2,False,21,12,4/3 Div 2,4/3 Div 2
Fetch,Baboon Heart,4/3 Div 2,True,21,37,4/3 Div 2,4/3 Div 3
Fetch,Booooooosh!,4/3 Div 2,False,21,22,4/3 Div 2,4/3 Div 2
Fetch,Lady and the BAMF,4/3 Div 2,True,21,28,4/3 Div 2,4/3 Div 2
Fetch,TuneSquad Squared,4/3 Div 2,True,21,31,4/3 Div 2,4/3 Div 2
Fetch,Injustice League,4/3 Div 2,False,21,11,4/3 Div 2,4/3 Div 2
Fetch,Lady and the BAMF,4/3 Div 2,True,21,28,4/3 Div 2,4/3 Div 2
Fetch,Tubbs,4/3 Div 2,True,21,29,4/3 Div 2,4/3 Div 2
Fetch,Zerg Rush!,4/3 Div 2,False,21,4,4/3 Div 2,4/3 Div 1
Fetch,Booooooosh!,4/3 Div 2,False,21,22,4/3 Div 2,4/3 Div 2
Fetch,Moose Lightning,4/3 Div 2,True,21,27,4/3 Div 2,4/3 Div 2
Fetch,FlowChart,4/3 Div 2,False,21,2,4/3 Div 2,4/3 Div 1
Fetch,Toads,4/3 Div 2,True,21,16,4/3 Div 2,4/3 Div 2
Fetch,Upstream,4/3 Div 2,False,21,10,4/3 Div 2,4/3 Div 2
Booooooosh!,Lady and the BAMF,4/3 Div 2,True,22,28,4/3 Div 2,4/3 Div 2
Booooooosh!,Tofu Wolf,4/3 Div 2,True,22,59,4/3 Div 2,5/2 Div 3
Booooooosh!,Fetch,4/3 Div 2,True,22,21,4/3 Div 2,4/3 Div 2
Booooooosh!,Disc Envy,4/3 Div 2,False,22,19,4/3 Div 2,4/3 Div 2
Booooooosh!,Injustice League,4/3 Div 2,False,22,11,4/3 Div 2,4/3 Div 2
Booooooosh!,JHOP,4/3 Div 2,False,22,17,4/3 Div 2,4/3 Div 2
Booooooosh!,Flaming Croissants,4/3 Div 2,False,22,13,4/3 Div 2,4/3 Div 2
Booooooosh!,Fetch,4/3 Div 2,True,22,21,4/3 Div 2,4/3 Div 2
Booooooosh!,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,22,15,4/3 Div 2,4/3 Div 2
Dominion,Puddingstone,4/3 Div 2,False,23,12,4/3 Div 2,4/3 Div 2
Dominion,Flaming Croissants,4/3 Div 2,False,23,13,4/3 Div 2,4/3 Div 2
Dominion,Store Bought Dirt,4/3 Div 2,True,23,20,4/3 Div 2,4/3 Div 2
Dominion,Turtle Boy,4/3 Div 2,False,23,7,4/3 Div 2,4/3 Div 1
Dominion,FlowChart,4/3 Div 2,False,23,2,4/3 Div 2,4/3 Div 1
Dominion,Lady and the BAMF,4/3 Div 2,True,23,28,4/3 Div 2,4/3 Div 2
Dominion,TuneSquad,4/3 Div 2,False,23,6,4/3 Div 2,4/3 Div 1
Dominion,Injustice League,4/3 Div 2,False,23,11,4/3 Div 2,4/3 Div 2
Dominion,Rubs The Duckie,4/3 Div 2,False,23,18,4/3 Div 2,4/3 Div 2
Dominion,TuneSquad Squared,4/3 Div 2,True,23,31,4/3 Div 2,4/3 Div 2
Dominion,Rogues' Gallery,4/3 Div 2,True,23,24,4/3 Div 2,4/3 Div 2
Dominion,Nerd Alert,4/3 Div 2,True,23,26,4/3 Div 2,4/3 Div 2
Dominion,Tubbs,4/3 Div 2,True,23,29,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Nerd Alert,4/3 Div 2,True,24,26,4/3 Div 2,4/3 Div 2
Rogues' Gallery,"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,False,24,8,4/3 Div 2,4/3 Div 1
Rogues' Gallery,Tubbs,4/3 Div 2,True,24,29,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Stack to the Future,4/3 Div 2,True,24,35,4/3 Div 2,4/3 Div 3
Rogues' Gallery,Toads,4/3 Div 2,False,24,16,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Top Shelf,4/3 Div 2,True,24,38,4/3 Div 2,4/3 Div 3
Rogues' Gallery,SHRedline,4/3 Div 2,True,24,51,4/3 Div 2,5/2 Div 2
Rogues' Gallery,FlowChart,4/3 Div 2,False,24,2,4/3 Div 2,4/3 Div 1
Rogues' Gallery,A Lil Bit Sticky,4/3 Div 2,False,24,25,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Puddingstone,4/3 Div 2,False,24,12,4/3 Div 2,4/3 Div 2
Rogues' Gallery,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,24,15,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Moose Lightning,4/3 Div 2,False,24,27,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Disc Envy,4/3 Div 2,True,24,19,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Hipster Kitties,4/3 Div 2,True,24,30,4/3 Div 2,4/3 Div 2
Rogues' Gallery,JHOP,4/3 Div 2,False,24,17,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Injustice League,4/3 Div 2,False,24,11,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Rubs The Duckie,4/3 Div 2,False,24,18,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Dominion,4/3 Div 2,False,24,23,4/3 Div 2,4/3 Div 2
Rogues' Gallery,GrassBurner,4/3 Div 2,True,24,3,4/3 Div 2,4/3 Div 1
Rogues' Gallery,Flaming Croissants,4/3 Div 2,False,24,13,4/3 Div 2,4/3 Div 2
Rogues' Gallery,Oddjob,4/3 Div 2,True,24,33,4/3 Div 2,4/3 Div 3
A Lil Bit Sticky,Nerd Alert,4/3 Div 2,True,25,26,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Injustice League,4/3 Div 2,False,25,11,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Tubbs,4/3 Div 2,True,25,29,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Toads,4/3 Div 2,False,25,16,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Disc Envy,4/3 Div 2,False,25,19,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Baba Yaga,4/3 Div 2,False,25,45,4/3 Div 2,5/2 Div 2
A Lil Bit Sticky,Hipster Kitties,4/3 Div 2,True,25,30,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Flaming Croissants,4/3 Div 2,False,25,13,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Rogues' Gallery,4/3 Div 2,True,25,24,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Moose Lightning,4/3 Div 2,False,25,27,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Jack's Abby HAOS Lager,4/3 Div 2,False,25,14,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Upstream,4/3 Div 2,False,25,10,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Store Bought Dirt,4/3 Div 2,True,25,20,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,25,15,4/3 Div 2,4/3 Div 2
A Lil Bit Sticky,Puddingstone,4/3 Div 2,False,25,12,4/3 Div 2,4/3 Div 2
Nerd Alert,Puddingstone,4/3 Div 2,False,26,12,4/3 Div 2,4/3 Div 2
Nerd Alert,A Lil Bit Sticky,4/3 Div 2,False,26,25,4/3 Div 2,4/3 Div 2
Nerd Alert,Tubbs,4/3 Div 2,True,26,29,4/3 Div 2,4/3 Div 2
Nerd Alert,Rubs The Duckie,4/3 Div 2,True,26,18,4/3 Div 2,4/3 Div 2
Nerd Alert,Rogues' Gallery,4/3 Div 2,False,26,24,4/3 Div 2,4/3 Div 2
Nerd Alert,Store Bought Dirt,4/3 Div 2,False,26,20,4/3 Div 2,4/3 Div 2
Nerd Alert,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,26,15,4/3 Div 2,4/3 Div 2
Nerd Alert,Get Flat Ultimate,4/3 Div 2,False,26,49,4/3 Div 2,5/2 Div 2
Nerd Alert,TuneSquad Squared,4/3 Div 2,True,26,31,4/3 Div 2,4/3 Div 2
Nerd Alert,Hipster Kitties,4/3 Div 2,True,26,30,4/3 Div 2,4/3 Div 2
Nerd Alert,Flaming Croissants,4/3 Div 2,False,26,13,4/3 Div 2,4/3 Div 2
Nerd Alert,123 Trap!,4/3 Div 2,True,26,39,4/3 Div 2,4/3 Div 3
Nerd Alert,Toads,4/3 Div 2,True,26,16,4/3 Div 2,4/3 Div 2
Nerd Alert,Too Drunk to Fail,4/3 Div 2,False,26,32,4/3 Div 2,4/3 Div 3
Nerd Alert,Oddjob,4/3 Div 2,False,26,33,4/3 Div 2,4/3 Div 3
Nerd Alert,JHOP,4/3 Div 2,False,26,17,4/3 Div 2,4/3 Div 2
Nerd Alert,Disc Envy,4/3 Div 2,True,26,19,4/3 Div 2,4/3 Div 2
Nerd Alert,Dominion,4/3 Div 2,False,26,23,4/3 Div 2,4/3 Div 2
Nerd Alert,Upstream,4/3 Div 2,False,26,10,4/3 Div 2,4/3 Div 2
Moose Lightning,Rubs The Duckie,4/3 Div 2,False,27,18,4/3 Div 2,4/3 Div 2
Moose Lightning,Puddingstone,4/3 Div 2,False,27,12,4/3 Div 2,4/3 Div 2
Moose Lightning,Upstream,4/3 Div 2,False,27,10,4/3 Div 2,4/3 Div 2
Moose Lightning,Zerg Rush!,4/3 Div 2,False,27,4,4/3 Div 2,4/3 Div 1
Moose Lightning,Injustice League,4/3 Div 2,False,27,11,4/3 Div 2,4/3 Div 2
Moose Lightning,Flaming Croissants,4/3 Div 2,False,27,13,4/3 Div 2,4/3 Div 2
Moose Lightning,Toads,4/3 Div 2,False,27,16,4/3 Div 2,4/3 Div 2
Moose Lightning,Tubbs,4/3 Div 2,True,27,29,4/3 Div 2,4/3 Div 2
Moose Lightning,FlowChart,4/3 Div 2,False,27,2,4/3 Div 2,4/3 Div 1
Moose Lightning,Disc Envy,4/3 Div 2,False,27,19,4/3 Div 2,4/3 Div 2
Moose Lightning,Rogues' Gallery,4/3 Div 2,True,27,24,4/3 Div 2,4/3 Div 2
Moose Lightning,A Lil Bit Sticky,4/3 Div 2,True,27,25,4/3 Div 2,4/3 Div 2
Moose Lightning,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,27,15,4/3 Div 2,4/3 Div 2
Moose Lightning,GrassBurner,4/3 Div 2,True,27,3,4/3 Div 2,4/3 Div 1
Moose Lightning,Fetch,4/3 Div 2,False,27,21,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Upstream,4/3 Div 2,False,28,10,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Toads,4/3 Div 2,False,28,16,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Booooooosh!,4/3 Div 2,False,28,22,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Underwater Monkey Cowboys,4/3 Div 2,True,28,36,4/3 Div 2,4/3 Div 3
Lady and the BAMF,Jack's Abby HAOS Lager,4/3 Div 2,False,28,14,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Turtle Boy,4/3 Div 2,False,28,7,4/3 Div 2,4/3 Div 1
Lady and the BAMF,"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,False,28,8,4/3 Div 2,4/3 Div 1
Lady and the BAMF,AHOC,4/3 Div 2,False,28,0,4/3 Div 2,4/3 Div 1
Lady and the BAMF,Baboon Heart,4/3 Div 2,True,28,37,4/3 Div 2,4/3 Div 3
Lady and the BAMF,Jiggy,4/3 Div 2,True,28,63,4/3 Div 2,5/2 Div 3
Lady and the BAMF,Dominion,4/3 Div 2,False,28,23,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Fetch,4/3 Div 2,False,28,21,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Toads,4/3 Div 2,False,28,16,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Baba Yaga,4/3 Div 2,False,28,45,4/3 Div 2,5/2 Div 2
Lady and the BAMF,Disc Envy,4/3 Div 2,False,28,19,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Fetch,4/3 Div 2,False,28,21,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Oddjob,4/3 Div 2,False,28,33,4/3 Div 2,4/3 Div 3
Lady and the BAMF,JHOP,4/3 Div 2,False,28,17,4/3 Div 2,4/3 Div 2
Lady and the BAMF,Stack to the Future,4/3 Div 2,True,28,35,4/3 Div 2,4/3 Div 3
Lady and the BAMF,Hipster Kitties,4/3 Div 2,True,28,30,4/3 Div 2,4/3 Div 2
Tubbs,Nerd Alert,4/3 Div 2,False,29,26,4/3 Div 2,4/3 Div 2
Tubbs,A Lil Bit Sticky,4/3 Div 2,False,29,25,4/3 Div 2,4/3 Div 2
Tubbs,Rogues' Gallery,4/3 Div 2,False,29,24,4/3 Div 2,4/3 Div 2
Tubbs,JHOP,4/3 Div 2,False,29,17,4/3 Div 2,4/3 Div 2
Tubbs,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,29,15,4/3 Div 2,4/3 Div 2
Tubbs,Jiggy,4/3 Div 2,True,29,63,4/3 Div 2,5/2 Div 3
Tubbs,Injustice League,4/3 Div 2,False,29,11,4/3 Div 2,4/3 Div 2
Tubbs,Moose Lightning,4/3 Div 2,False,29,27,4/3 Div 2,4/3 Div 2
Tubbs,Store Bought Dirt,4/3 Div 2,False,29,20,4/3 Div 2,4/3 Div 2
Tubbs,TuneSquad Squared,4/3 Div 2,True,29,31,4/3 Div 2,4/3 Div 2
Tubbs,AHOC,4/3 Div 2,False,29,0,4/3 Div 2,4/3 Div 1
Tubbs,"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,False,29,8,4/3 Div 2,4/3 Div 1
Tubbs,Toads,4/3 Div 2,False,29,16,4/3 Div 2,4/3 Div 2
Tubbs,Fetch,4/3 Div 2,False,29,21,4/3 Div 2,4/3 Div 2
Tubbs,Baba Yaga,4/3 Div 2,False,29,45,4/3 Div 2,5/2 Div 2
Tubbs,Upstream,4/3 Div 2,False,29,10,4/3 Div 2,4/3 Div 2
Tubbs,Dominion,4/3 Div 2,False,29,23,4/3 Div 2,4/3 Div 2
Hipster Kitties,GrassBurner,4/3 Div 2,False,30,3,4/3 Div 2,4/3 Div 1
Hipster Kitties,Rubs The Duckie,4/3 Div 2,False,30,18,4/3 Div 2,4/3 Div 2
Hipster Kitties,Injustice League,4/3 Div 2,False,30,11,4/3 Div 2,4/3 Div 2
Hipster Kitties,Puddingstone,4/3 Div 2,False,30,12,4/3 Div 2,4/3 Div 2
Hipster Kitties,123 Trap!,4/3 Div 2,True,30,39,4/3 Div 2,4/3 Div 3
Hipster Kitties,A Lil Bit Sticky,4/3 Div 2,False,30,25,4/3 Div 2,4/3 Div 2
Hipster Kitties,Nerd Alert,4/3 Div 2,False,30,26,4/3 Div 2,4/3 Div 2
Hipster Kitties,Tofu Wolf,4/3 Div 2,True,30,59,4/3 Div 2,5/2 Div 3
Hipster Kitties,Store Bought Dirt,4/3 Div 2,False,30,20,4/3 Div 2,4/3 Div 2
Hipster Kitties,Too Drunk to Fail,4/3 Div 2,False,30,32,4/3 Div 2,4/3 Div 3
Hipster Kitties,Spam,4/3 Div 2,False,30,60,4/3 Div 2,5/2 Div 3
Hipster Kitties,Rogues' Gallery,4/3 Div 2,False,30,24,4/3 Div 2,4/3 Div 2
Hipster Kitties,Injustice League,4/3 Div 2,False,30,11,4/3 Div 2,4/3 Div 2
Hipster Kitties,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,False,30,15,4/3 Div 2,4/3 Div 2
Hipster Kitties,Upstream,4/3 Div 2,True,30,10,4/3 Div 2,4/3 Div 2
Hipster Kitties,Underwater Monkey Cowboys,4/3 Div 2,False,30,36,4/3 Div 2,4/3 Div 3
Hipster Kitties,Lady and the BAMF,4/3 Div 2,False,30,28,4/3 Div 2,4/3 Div 2
Hipster Kitties,Flaming Croissants,4/3 Div 2,False,30,13,4/3 Div 2,4/3 Div 2
TuneSquad Squared,TuneSquad,4/3 Div 2,False,31,6,4/3 Div 2,4/3 Div 1
TuneSquad Squared,Jack's Abby HAOS Lager,4/3 Div 2,False,31,14,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Batman and the Robins,4/3 Div 2,False,31,34,4/3 Div 2,4/3 Div 3
TuneSquad Squared,Oddjob,4/3 Div 2,False,31,33,4/3 Div 2,4/3 Div 3
TuneSquad Squared,Rubs The Duckie,4/3 Div 2,False,31,18,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Nerd Alert,4/3 Div 2,False,31,26,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Toads,4/3 Div 2,False,31,16,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Stack to the Future,4/3 Div 2,False,31,35,4/3 Div 2,4/3 Div 3
TuneSquad Squared,Tubbs,4/3 Div 2,False,31,29,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Fetch,4/3 Div 2,False,31,21,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Too Drunk to Fail,4/3 Div 2,False,31,32,4/3 Div 2,4/3 Div 3
TuneSquad Squared,Upstream,4/3 Div 2,False,31,10,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Store Bought Dirt,4/3 Div 2,False,31,20,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Dominion,4/3 Div 2,False,31,23,4/3 Div 2,4/3 Div 2
TuneSquad Squared,JHOP,4/3 Div 2,False,31,17,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Disc Envy,4/3 Div 2,False,31,19,4/3 Div 2,4/3 Div 2
TuneSquad Squared,Puddingstone,4/3 Div 2,False,31,12,4/3 Div 2,4/3 Div 2
Too Drunk to Fail,Upstream,4/3 Div 3,False,32,10,4/3 Div 3,4/3 Div 2
Too Drunk to Fail,Underwater Monkey Cowboys,4/3 Div 3,True,32,36,4/3 Div 3,4/3 Div 3
Too Drunk to Fail,Oddjob,4/3 Div 3,False,32,33,4/3 Div 3,4/3 Div 3
Too Drunk to Fail,Stack to the Future,4/3 Div 3,True,32,35,4/3 Div 3,4/3 Div 3
Too Drunk to Fail,123 Trap!,4/3 Div 3,True,32,39,4/3 Div 3,4/3 Div 3
Too Drunk to Fail,Alpha No Beta,4/3 Div 3,True,32,58,4/3 Div 3,5/2 Div 3
Too Drunk to Fail,Jiggy,4/3 Div 3,True,32,63,4/3 Div 3,5/2 Div 3
