Team A,Team B,divname,Team A Wins,Index A,Index B,Div A,Div B
Upstream,Underwater Monkey Cowboys,4/3 Div 2,True,10,36,4/3 Div 2,4/3 Div 3
Upstream,SHRedline,4/3 Div 2,True,10,51,4/3 Div 2,5/2 Div 2
Upstream,Turtle Boy,4/3 Div 2,True,10,7,4/3 Div 2,4/3 Div 1
Upstream,Disc Envy,4/3 Div 2,True,10,19,4/3 Div 2,4/3 Div 2
Upstream,Toads,4/3 Div 2,True,10,16,4/3 Div 2,4/3 Div 2
Upstream,Puddingstone,4/3 Div 2,True,10,12,4/3 Div 2,4/3 Div 2
Upstream,AHOC,4/3 Div 2,False,10,0,4/3 Div 2,4/3 Div 1
Upstream,Jack's Abby HAOS Lager,4/3 Div 2,False,10,14,4/3 Div 2,4/3 Div 2
Upstream,Gothrilla,4/3 Div 2,False,10,1,4/3 Div 2,4/3 Div 1
Upstream,JHOP,4/3 Div 2,True,10,17,4/3 Div 2,4/3 Div 2
Upstream,TuneSquad Squared,4/3 Div 2,True,10,31,4/3 Div 2,4/3 Div 2
Upstream,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,True,10,15,4/3 Div 2,4/3 Div 2
Upstream,A Lil Bit Sticky,4/3 Div 2,True,10,25,4/3 Div 2,4/3 Div 2
Upstream,Hipster Kitties,4/3 Div 2,False,10,30,4/3 Div 2,4/3 Div 2
Upstream,Tubbs,4/3 Div 2,True,10,29,4/3 Div 2,4/3 Div 2
Upstream,FlowChart,4/3 Div 2,True,10,2,4/3 Div 2,4/3 Div 1
Upstream,Store Bought Dirt,4/3 Div 2,True,10,20,4/3 Div 2,4/3 Div 2
Upstream,Nerd Alert,4/3 Div 2,True,10,26,4/3 Div 2,4/3 Div 2
Upstream,Fetch,4/3 Div 2,True,10,21,4/3 Div 2,4/3 Div 2
Injustice League,Turtle Boy,4/3 Div 2,True,11,7,4/3 Div 2,4/3 Div 1
Injustice League,A Lil Bit Sticky,4/3 Div 2,True,11,25,4/3 Div 2,4/3 Div 2
Injustice League,Jack's Abby HAOS Lager,4/3 Div 2,True,11,14,4/3 Div 2,4/3 Div 2
Injustice League,Hipster Kitties,4/3 Div 2,True,11,30,4/3 Div 2,4/3 Div 2
Injustice League,Moose Lightning,4/3 Div 2,True,11,27,4/3 Div 2,4/3 Div 2
Injustice League,Tubbs,4/3 Div 2,True,11,29,4/3 Div 2,4/3 Div 2
Injustice League,Booooooosh!,4/3 Div 2,True,11,22,4/3 Div 2,4/3 Div 2
Injustice League,"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,True,11,8,4/3 Div 2,4/3 Div 1
Injustice League,Zerg Rush!,4/3 Div 2,False,11,4,4/3 Div 2,4/3 Div 1
Injustice League,Dominion,4/3 Div 2,True,11,23,4/3 Div 2,4/3 Div 2
Injustice League,Fetch,4/3 Div 2,True,11,21,4/3 Div 2,4/3 Div 2
Injustice League,BBN,4/3 Div 2,True,11,9,4/3 Div 2,4/3 Div 1
Injustice League,Hipster Kitties,4/3 Div 2,True,11,30,4/3 Div 2,4/3 Div 2
Injustice League,Rogues' Gallery,4/3 Div 2,True,11,24,4/3 Div 2,4/3 Div 2
Injustice League,Puddingstone,4/3 Div 2,True,11,12,4/3 Div 2,4/3 Div 2
Puddingstone,Nerd Alert,4/3 Div 2,True,12,26,4/3 Div 2,4/3 Div 2
Puddingstone,Dominion,4/3 Div 2,True,12,23,4/3 Div 2,4/3 Div 2
Puddingstone,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,True,12,15,4/3 Div 2,4/3 Div 2
Puddingstone,Moose Lightning,4/3 Div 2,True,12,27,4/3 Div 2,4/3 Div 2
Puddingstone,TuneSquad,4/3 Div 2,False,12,6,4/3 Div 2,4/3 Div 1
Puddingstone,Rubs The Duckie,4/3 Div 2,True,12,18,4/3 Div 2,4/3 Div 2
Puddingstone,Turtle Boy,4/3 Div 2,True,12,7,4/3 Div 2,4/3 Div 1
Puddingstone,Toads,4/3 Div 2,True,12,16,4/3 Div 2,4/3 Div 2
Puddingstone,Hipster Kitties,4/3 Div 2,True,12,30,4/3 Div 2,4/3 Div 2
Puddingstone,Fetch,4/3 Div 2,True,12,21,4/3 Div 2,4/3 Div 2
Puddingstone,TuneSquad,4/3 Div 2,True,12,6,4/3 Div 2,4/3 Div 1
Puddingstone,The Funky Bunch,4/3 Div 2,True,12,52,4/3 Div 2,5/2 Div 2
Puddingstone,Upstream,4/3 Div 2,False,12,10,4/3 Div 2,4/3 Div 2
Puddingstone,JHOP,4/3 Div 2,True,12,17,4/3 Div 2,4/3 Div 2
Puddingstone,Rogues' Gallery,4/3 Div 2,True,12,24,4/3 Div 2,4/3 Div 2
Puddingstone,GrassBurner,4/3 Div 2,False,12,3,4/3 Div 2,4/3 Div 1
Puddingstone,Zerg Rush!,4/3 Div 2,True,12,4,4/3 Div 2,4/3 Div 1
Puddingstone,Store Bought Dirt,4/3 Div 2,True,12,20,4/3 Div 2,4/3 Div 2
Puddingstone,Maverick,4/3 Div 2,False,12,46,4/3 Div 2,5/2 Div 2
Puddingstone,Jack's Abby HAOS Lager,4/3 Div 2,False,12,14,4/3 Div 2,4/3 Div 2
Puddingstone,Injustice League,4/3 Div 2,False,12,11,4/3 Div 2,4/3 Div 2
Puddingstone,"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,True,12,8,4/3 Div 2,4/3 Div 1
Puddingstone,A Lil Bit Sticky,4/3 Div 2,True,12,25,4/3 Div 2,4/3 Div 2
Puddingstone,TuneSquad Squared,4/3 Div 2,True,12,31,4/3 Div 2,4/3 Div 2
Flaming Croissants,Demons,4/3 Div 2,False,13,57,4/3 Div 2,5/2 Div 3
Flaming Croissants,Dominion,4/3 Div 2,True,13,23,4/3 Div 2,4/3 Div 2
Flaming Croissants,Spam,4/3 Div 2,True,13,60,4/3 Div 2,5/2 Div 3
Flaming Croissants,Top Shelf,4/3 Div 2,True,13,38,4/3 Div 2,4/3 Div 3
Flaming Croissants,Fetch,4/3 Div 2,True,13,21,4/3 Div 2,4/3 Div 2
Flaming Croissants,Store Bought Dirt,4/3 Div 2,False,13,20,4/3 Div 2,4/3 Div 2
Flaming Croissants,Moose Lightning,4/3 Div 2,True,13,27,4/3 Div 2,4/3 Div 2
Flaming Croissants,A Lil Bit Sticky,4/3 Div 2,True,13,25,4/3 Div 2,4/3 Div 2
Flaming Croissants,JHOP,4/3 Div 2,False,13,17,4/3 Div 2,4/3 Div 2
Flaming Croissants,Nerd Alert,4/3 Div 2,True,13,26,4/3 Div 2,4/3 Div 2
Flaming Croissants,Rubs The Duckie,4/3 Div 2,True,13,18,4/3 Div 2,4/3 Div 2
Flaming Croissants,Underwater Monkey Cowboys,4/3 Div 2,True,13,36,4/3 Div 2,4/3 Div 3
Flaming Croissants,Disc Envy,4/3 Div 2,True,13,19,4/3 Div 2,4/3 Div 2
Flaming Croissants,Oddjob,4/3 Div 2,True,13,33,4/3 Div 2,4/3 Div 3
Flaming Croissants,Jack's Abby HAOS Lager,4/3 Div 2,False,13,14,4/3 Div 2,4/3 Div 2
Flaming Croissants,Booooooosh!,4/3 Div 2,True,13,22,4/3 Div 2,4/3 Div 2
Flaming Croissants,Stack to the Future,4/3 Div 2,True,13,35,4/3 Div 2,4/3 Div 3
Flaming Croissants,Baboon Heart,4/3 Div 2,False,13,37,4/3 Div 2,4/3 Div 3
Flaming Croissants,Rogues' Gallery,4/3 Div 2,True,13,24,4/3 Div 2,4/3 Div 2
Flaming Croissants,Hipster Kitties,4/3 Div 2,True,13,30,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,TuneSquad Squared,4/3 Div 2,True,14,31,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Upstream,4/3 Div 2,True,14,10,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Injustice League,4/3 Div 2,False,14,11,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Lady and the BAMF,4/3 Div 2,True,14,28,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Toads,4/3 Div 2,False,14,16,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Store Bought Dirt,4/3 Div 2,True,14,20,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Upstream,4/3 Div 2,True,14,10,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,License to Kilt (fka Scoobers in Scotland),4/3 Div 2,True,14,15,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Flaming Croissants,4/3 Div 2,True,14,13,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,A Lil Bit Sticky,4/3 Div 2,True,14,25,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Puddingstone,4/3 Div 2,True,14,12,4/3 Div 2,4/3 Div 2
Jack's Abby HAOS Lager,Disc Envy,4/3 Div 2,True,14,19,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Pink Flamingos,4/3 Div 2,False,15,44,4/3 Div 2,5/2 Div 2
License to Kilt (fka Scoobers in Scotland),Puddingstone,4/3 Div 2,False,15,12,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Fetch,4/3 Div 2,True,15,21,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Nerd Alert,4/3 Div 2,True,15,26,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Tubbs,4/3 Div 2,True,15,29,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Store Bought Dirt,4/3 Div 2,True,15,20,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),JHOP,4/3 Div 2,False,15,17,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Stack to the Future,4/3 Div 2,True,15,35,4/3 Div 2,4/3 Div 3
License to Kilt (fka Scoobers in Scotland),Toads,4/3 Div 2,True,15,16,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Rubs The Duckie,4/3 Div 2,True,15,18,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Rogues' Gallery,4/3 Div 2,True,15,24,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Jack's Abby HAOS Lager,4/3 Div 2,False,15,14,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),SHRedline,4/3 Div 2,False,15,51,4/3 Div 2,5/2 Div 2
License to Kilt (fka Scoobers in Scotland),Moose Lightning,4/3 Div 2,True,15,27,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Upstream,4/3 Div 2,False,15,10,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Hipster Kitties,4/3 Div 2,True,15,30,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),"Live Poultry, Fresh Killed (LPFK)",4/3 Div 2,True,15,8,4/3 Div 2,4/3 Div 1
License to Kilt (fka Scoobers in Scotland),A Lil Bit Sticky,4/3 Div 2,True,15,25,4/3 Div 2,4/3 Div 2
License to Kilt (fka Scoobers in Scotland),Booooooosh!,4/3 Div 2,True,15,22,4/3 Div 2,4/3 Div 2
Toads,Baboon Heart,4/3 Div 2,True,16,37,4/3 Div 2,4/3 Div 3
Toads,Store Bought Dirt,4/3 Div 2,False,16,20,4/3 Div 2,4/3 Div 2
Toads,Top Shelf,4/3 Div 2,True,16,38,4/3 Div 2,4/3 Div 3
Toads,Lady and the BAMF,4/3 Div 2,True,16,28,4/3 Div 2,4/3 Div 2
Toads,A Lil Bit Sticky,4/3 Div 2,True,16,25,4/3 Div 2,4/3 Div 2
Toads,Spam,4/3 Div 2,True,16,60,4/3 Div 2,5/2 Div 3
